V2,V3,rule,support,confidence,lift
"({'[Eubacterium] rectale', 'Agathobaculum butyriciproducens'})",({'Blautia wexlerae'}),"({'[Eubacterium] rectale', 'Agathobaculum butyriciproducens'}) ({'Blautia wexlerae'})",0.707816200852677,0.951963776268398,1.07155971199199
"({'[Eubacterium] rectale', 'Agathobaculum butyriciproducens'})","({'Faecalibacterium prausnitzii', 'Blautia wexlerae'})","({'[Eubacterium] rectale', 'Agathobaculum butyriciproducens'}) ({'Faecalibacterium prausnitzii', 'Blautia wexlerae'})",0.705826622453813,0.949288011587327,1.0835702340049
"({'[Eubacterium] rectale', 'Agathobaculum butyriciproducens'})",({'Faecalibacterium prausnitzii'}),"({'[Eubacterium] rectale', 'Agathobaculum butyriciproducens'}) ({'Faecalibacterium prausnitzii'})",0.741544291804832,0.99732423531893,1.02770587673025
"({'[Eubacterium] rectale', 'Agathobaculum butyriciproducens'})","({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Agathobaculum butyriciproducens'}) ({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})",0.730554239696826,0.982540528033888,1.09327234494963
"({'[Eubacterium] rectale', 'Agathobaculum butyriciproducens'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', 'Agathobaculum butyriciproducens'}) ({'Fusicatenibacter saccharivorans'})",0.732543818095689,0.985216292714958,1.08232597676568
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Blautia wexlerae'})","({'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Blautia wexlerae'}) ({'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})",0.710658455708195,0.978991407373567,1.0956844980067
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Blautia wexlerae'})","({'Anaerostipes hadrus', 'Fusicatenibacter saccharivorans'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Blautia wexlerae'}) ({'Anaerostipes hadrus', 'Fusicatenibacter saccharivorans'})",0.704523922311701,0.970010941902476,1.13840082231262
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Blautia wexlerae'})","({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Blautia wexlerae'}) ({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})",0.709142586451919,0.976898011475827,1.08699392714004
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Dorea formicigenerans'})","({'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Dorea formicigenerans'}) ({'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})",0.702155376598768,0.989484988015687,1.10827527197539
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii', 'Dorea formicigenerans'})",({'Anaerostipes hadrus'}),"({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii', 'Dorea formicigenerans'}) ({'Anaerostipes hadrus'})",0.702155376598768,0.990643720043655,1.09907214196028
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'})","({'Anaerostipes hadrus', 'Blautia wexlerae'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'}) ({'Anaerostipes hadrus', 'Blautia wexlerae'})",0.710658455708195,0.946498464806123,1.12859286351074
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'})","({'Anaerostipes hadrus', 'Dorea formicigenerans'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'}) ({'Anaerostipes hadrus', 'Dorea formicigenerans'})",0.702155376598768,0.934595875812843,1.18388256137024
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'})","({'Anaerostipes hadrus', 'Fusicatenibacter saccharivorans'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'}) ({'Anaerostipes hadrus', 'Fusicatenibacter saccharivorans'})",0.724964471814306,0.965554694954212,1.13263710242406
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'})","({'Fusicatenibacter saccharivorans', 'Blautia wexlerae'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'}) ({'Fusicatenibacter saccharivorans', 'Blautia wexlerae'})",0.709142586451919,0.944473946569226,1.13374237097541
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii'})","({'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Dorea formicigenerans'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii'}) ({'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Dorea formicigenerans'})",0.702155376598768,0.931652799400611,1.18477479607573
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii'})","({'Anaerostipes hadrus', 'Fusicatenibacter saccharivorans', 'Blautia wexlerae'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii'}) ({'Anaerostipes hadrus', 'Fusicatenibacter saccharivorans', 'Blautia wexlerae'})",0.704523922311701,0.934789464358645,1.16713955351159
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii'})","({'Anaerostipes hadrus', 'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii'}) ({'Anaerostipes hadrus', 'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})",0.724964471814306,0.962394048355291,1.13486001639232
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii'})","({'Blautia wexlerae', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii'}) ({'Blautia wexlerae', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})",0.710658455708195,0.94339914096293,1.1347699987847
"({'[Eubacterium] rectale', 'Anaerobutyricum hallii'})","({'Blautia wexlerae', 'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerobutyricum hallii'}) ({'Blautia wexlerae', 'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})",0.709142586451919,0.941382280788456,1.13883976512255
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Bacteroides uniformis'})",({'Faecalibacterium prausnitzii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Bacteroides uniformis'}) ({'Faecalibacterium prausnitzii'})",0.742586451918522,0.995427710890513,1.02575206765493
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Bacteroides uniformis'})","({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Bacteroides uniformis'}) ({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})",0.724396020843202,0.971043160483379,1.08048038815769
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Bacteroides uniformis'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Bacteroides uniformis'}) ({'Fusicatenibacter saccharivorans'})",0.726196115585031,0.973458299929077,1.06940897311969
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae', 'Dorea formicigenerans'})",({'Faecalibacterium prausnitzii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae', 'Dorea formicigenerans'}) ({'Faecalibacterium prausnitzii'})",0.704168640454761,0.996479229978691,1.02613199027473
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'})","({'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'}) ({'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'})",0.710658455708195,0.924794320259626,1.13397295603399
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'})","({'Anaerobutyricum hallii', 'Fusicatenibacter saccharivorans'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'}) ({'Anaerobutyricum hallii', 'Fusicatenibacter saccharivorans'})",0.704523922311701,0.915516424142086,1.15451545117006
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'})",({'Anaerobutyricum hallii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'}) ({'Anaerobutyricum hallii'})",0.713121743249645,0.92800207209106,1.13198593401327
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'})",({'Dorea formicigenerans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'}) ({'Dorea formicigenerans'})",0.70665561345334,0.918287038908095,1.12753074539067
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'})",({'Dorea longicatena'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'}) ({'Dorea longicatena'})",0.707129322595926,0.918885401849981,1.09113629138001
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'})","({'Faecalibacterium prausnitzii', 'Dorea formicigenerans'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'}) ({'Faecalibacterium prausnitzii', 'Dorea formicigenerans'})",0.704168640454761,0.91505352212738,1.12897820722651
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'})",({'Faecalibacterium prausnitzii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'}) ({'Faecalibacterium prausnitzii'})",0.764566556134533,0.994945800134835,1.0252553404223
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'})","({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'}) ({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})",0.745997157745145,0.970780045728925,1.0801872266889
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Blautia wexlerae'}) ({'Fusicatenibacter saccharivorans'})",0.748460445286594,0.97398779756036,1.06998950902463
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Collinsella aerofaciens'})",({'Faecalibacterium prausnitzii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Collinsella aerofaciens'}) ({'Faecalibacterium prausnitzii'})",0.733680720037897,0.997422818395245,1.0278069134988
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Collinsella aerofaciens'})","({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Collinsella aerofaciens'}) ({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})",0.719658929417338,0.978361606920607,1.08862154487739
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Collinsella aerofaciens'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Collinsella aerofaciens'}) ({'Fusicatenibacter saccharivorans'})",0.721269540502132,0.980552434302811,1.07720153512084
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'})","({'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'}) ({'Anaerobutyricum hallii', 'Faecalibacterium prausnitzii'})",0.702155376598768,0.950774228675585,1.16657399580215
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'})",({'Anaerobutyricum hallii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'}) ({'Anaerobutyricum hallii'})",0.702415916627191,0.951369188995933,1.16049091491821
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'})","({'Blautia wexlerae', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'}) ({'Blautia wexlerae', 'Faecalibacterium prausnitzii'})",0.704168640454761,0.952572349865078,1.08608569801921
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'})",({'Blautia wexlerae'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'}) ({'Blautia wexlerae'})",0.70665561345334,0.955937868437869,1.07482859195448
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'})",({'Faecalibacterium prausnitzii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'}) ({'Faecalibacterium prausnitzii'})",0.736238749407864,0.997178636076648,1.0275571537653
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'})","({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'}) ({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})",0.726669824727617,0.984220206777266,1.09514293812185
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea formicigenerans'}) ({'Fusicatenibacter saccharivorans'})",0.72761724301279,0.985503089261761,1.08264026444817
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea longicatena'})",({'Blautia wexlerae'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea longicatena'}) ({'Blautia wexlerae'})",0.707129322595926,0.952453729445893,1.07105608016529
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea longicatena'})",({'Faecalibacterium prausnitzii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea longicatena'}) ({'Faecalibacterium prausnitzii'})",0.737849360492658,0.994761680804384,1.02506573039967
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea longicatena'})","({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea longicatena'}) ({'Fusicatenibacter saccharivorans', 'Faecalibacterium prausnitzii'})",0.726006631927996,0.978795864491847,1.0891071749039
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea longicatena'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Dorea longicatena'}) ({'Fusicatenibacter saccharivorans'})",0.728090952155377,0.981610943806272,1.0783649570073
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Bacteroides uniformis'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Bacteroides uniformis'}) ({'Fusicatenibacter saccharivorans'})",0.724396020843202,0.97550313221968,1.0716552237021
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Blautia wexlerae'})",({'Anaerobutyricum hallii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Blautia wexlerae'}) ({'Anaerobutyricum hallii'})",0.710658455708195,0.929492201391414,1.13380390271524
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Blautia wexlerae'})",({'Dorea formicigenerans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Blautia wexlerae'}) ({'Dorea formicigenerans'})",0.704168640454761,0.920011889989723,1.12964826112124
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Blautia wexlerae'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Blautia wexlerae'}) ({'Fusicatenibacter saccharivorans'})",0.745997157745145,0.975711947702466,1.07188375046715
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Dorea formicigenerans'})",({'Anaerobutyricum hallii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Dorea formicigenerans'}) ({'Anaerobutyricum hallii'})",0.702155376598768,0.953370454797905,1.16350114660032
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Dorea formicigenerans'})",({'Blautia wexlerae'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Dorea formicigenerans'}) ({'Blautia wexlerae'})",0.704168640454761,0.955788968692208,1.07466112809219
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Dorea formicigenerans'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Dorea formicigenerans'}) ({'Fusicatenibacter saccharivorans'})",0.726669824727617,0.987003454453331,1.08428831587478
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Dorea longicatena'})",({'Fusicatenibacter saccharivorans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii', 'Dorea longicatena'}) ({'Fusicatenibacter saccharivorans'})",0.726006631927996,0.98394957981266,1.0809336260083
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'Agathobaculum butyriciproducens', 'Fusicatenibacter saccharivorans'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Agathobaculum butyriciproducens', 'Fusicatenibacter saccharivorans'})",0.710468972051161,0.878619560328317,1.12546564519764
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})",({'Agathobaculum butyriciproducens'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Agathobaculum butyriciproducens'})",0.720322122216959,0.890807755205227,1.09027427582394
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'Anaerobutyricum hallii', 'Blautia wexlerae'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Anaerobutyricum hallii', 'Blautia wexlerae'})",0.710658455708195,0.87884706671038,1.12548999465406
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'Anaerobutyricum hallii', 'Dorea formicigenerans'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Anaerobutyricum hallii', 'Dorea formicigenerans'})",0.702155376598768,0.868214243066522,1.15324991268961
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'Anaerobutyricum hallii', 'Fusicatenibacter saccharivorans'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Anaerobutyricum hallii', 'Fusicatenibacter saccharivorans'})",0.724964471814306,0.896545056191548,1.13086006117522
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})",({'Anaerobutyricum hallii'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Anaerobutyricum hallii'})",0.735765040265277,0.909902047730296,1.10990995993755
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})",({'Bacteroides uniformis'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Bacteroides uniformis'})",0.742586451918522,0.918339261081028,1.03591730341131
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'Blautia wexlerae', 'Dorea formicigenerans'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Blautia wexlerae', 'Dorea formicigenerans'})",0.704168640454761,0.870061406748456,1.13797796835418
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})",({'Blautia wexlerae'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Blautia wexlerae'})",0.764566556134533,0.945513819074653,1.06430050826529
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})",({'Collinsella aerofaciens'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Collinsella aerofaciens'})",0.733680720037897,0.907325933540393,1.08840252865918
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})",({'Dorea formicigenerans'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Dorea formicigenerans'})",0.736238749407864,0.910489981128905,1.11877495662728
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})",({'Dorea longicatena'}),"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Dorea longicatena'})",0.737849360492658,0.912471179142985,1.08373444696163
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'Fusicatenibacter saccharivorans', 'Bacteroides uniformis'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Fusicatenibacter saccharivorans', 'Bacteroides uniformis'})",0.724396020843202,0.89584305739415,1.0762170669976
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'Fusicatenibacter saccharivorans', 'Blautia wexlerae'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Fusicatenibacter saccharivorans', 'Blautia wexlerae'})",0.745997157745145,0.922550173699453,1.10742630374344
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'Fusicatenibacter saccharivorans', 'Collinsella aerofaciens'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Fusicatenibacter saccharivorans', 'Collinsella aerofaciens'})",0.719658929417338,0.889984790386303,1.11964360118555
"({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'})","({'Fusicatenibacter saccharivorans', 'Dorea formicigenerans'})","({'[Eubacterium] rectale', 'Anaerostipes hadrus', 'Faecalibacterium prausnitzii'}) ({'Fusicatenibacter saccharivorans', 'Dorea formicigenerans'})",0.726669824727617,0.898655541484274,1.14295234067845
